,Composition,Formula,e_above_hull,A_atom,P_atom,R_atom,n_A
1697,Ca6 V4 Co4 C24 N24,Ca6 V4 Co4 C24 N24,0.4185173499999999,Ca,V,Co,6.0
1698,Ca6 V4 Ni4 C24 N24,Ca6 V4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,V,6.0
1699,,,,,,,
1700,,,,,,,
1701,,,,,,,
1702,,,,,,,
1703,,,,,,,
1704,Mg6 Cr4 Cu4 C24 N24,Mg6 Cr4 Cu4 C24 N24,0.03918191000000015,Mg,Cu,Cr,6.0
1705,,,,,,,
1706,,,,,,,
1707,,,,,,,
1708,,,,,,,
1709,K6 Ni4 Os4 C24 N24,K6 Ni4 Os4 C24 N24,0.11553698000000001,K,Ni,Os,6.0
1710,K6 Co4 Ni4 C24 N24,K6 Co4 Ni4 C24 N24,0.11553698000000001,K,Ni,Co,6.0
1711,K6 Cr4 Fe4 C24 N24,K6 Cr4 Fe4 C24 N24,0.11553698000000001,K,Cr,Fe,6.0
1712,Ca6 Co4 Ni4 C24 N24,Ca6 Co4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Co,6.0
1713,Ca6 Mn4 Cu4 C24 N24,Ca6 Mn4 Cu4 C24 N24,0.4185173499999999,Ca,Cu,Mn,6.0
1714,,,,,,,
1715,Sr6 Fe4 Ni4 C24 N24,Sr6 Fe4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Fe,6.0
1716,Li4 Mn4 V4 C24 N24,Li4 Mn4 V4 C24 N24,0.0028601699999999397,Li,Mn,V,4.0
1717,,,,,,,
1718,,,,,,,
1719,Li6 V4 Ni4 C24 N24,Li6 V4 Ni4 C24 N24,0.0028601699999999397,Li,Ni,V,6.0
1720,Ca4 Mn8 C24 N24,Ca4 Mn8 C24 N24,0.4185173499999999,Ca,Mn,Mn,4.0
1721,Ca4 Mn4 Ni4 C24 N24,Ca4 Mn4 Ni4 C24 N24,0.4185173499999999,Ca,Ni,Mn,4.0
1722,,,,,,,
1723,,,,,,,
1724,Sr4 Ni4 Os4 C24 N24,Sr4 Ni4 Os4 C24 N24,0.005491380000000046,Sr,Ni,Os,4.0
1725,,,,,,,
1726,Sr4 Mn4 V4 C24 N24,Sr4 Mn4 V4 C24 N24,0.005491380000000046,Sr,V,Mn,4.0
1727,,,,,,,
1728,K4 Mn4 Fe4 C24 N24,K4 Mn4 Fe4 C24 N24,0.11553698000000001,K,Fe,Mn,4.0
1729,,,,,,,
1730,,,,,,,
1731,Na4 Mn4 V4 C24 N24,Na4 Mn4 V4 C24 N24,0.12850119249999992,Na,Mn,V,4.0
1732,Na4 V4 Fe4 C24 N24,Na4 V4 Fe4 C24 N24,0.12850119249999992,Na,Fe,V,4.0
1733,Na4 Mn4 Fe4 C24 N24,Na4 Mn4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Mn,4.0
1734,,,,,,,
1735,,,,,,,
1736,,,,,,,
1737,,,,,,,
1738,Sr4 Cr8 C24 N24,Sr4 Cr8 C24 N24,0.005491380000000046,Sr,Cr,Cr,4.0
1739,,,,,,,
1740,,,,,,,
1741,,,,,,,
1742,Li4 Fe4 Os4 C24 N24,Li4 Fe4 Os4 C24 N24,0.0028601699999999397,Li,Fe,Os,4.0
1743,,,,,,,
1744,,,,,,,
1745,,,,,,,
1746,,,,,,,
1747,,,,,,,
1748,Li4 Cr4 Cu4 C24 N24,Li4 Cr4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Cr,4.0
1749,K4 Fe8 C24 N24,K4 Fe8 C24 N24,0.11553698000000001,K,Fe,Fe,4.0
1750,Li4 Fe4 Cu4 C24 N24,Li4 Fe4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Fe,4.0
1751,Na4 Cr4 Co4 C24 N24,Na4 Cr4 Co4 C24 N24,0.12850119249999992,Na,Co,Cr,4.0
1752,Li6 Cr4 Cu4 C24 N24,Li6 Cr4 Cu4 C24 N24,0.0028601699999999397,Li,Cu,Cr,6.0
1753,,,,,,,
1754,Na4 Cr4 In4 C24 N24,Na4 Cr4 In4 C24 N24,0.12850119249999992,Na,In,Cr,4.0
1755,,,,,,,
1756,,,,,,,
1757,,,,,,,
1758,,,,,,,
1759,,,,,,,
1760,Mg4 Mn4 Co4 C24 N24,Mg4 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Co,Mn,4.0
1761,,,,,,,
1762,,,,,,,
1763,Ca4 Co4 Os4 C24 N24,Ca4 Co4 Os4 C24 N24,0.4185173499999999,Ca,Co,Os,4.0
1764,,,,,,,
1765,,,,,,,
1766,K4 Mn4 Ni4 C24 N24,K4 Mn4 Ni4 C24 N24,0.11553698000000001,K,Ni,Mn,4.0
1767,,,,,,,
1768,,,,,,,
1769,Mg4 Mn4 Fe4 C24 N24,Mg4 Mn4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,Mn,4.0
1770,Mg4 Mn4 Co4 C24 N24,Mg4 Mn4 Co4 C24 N24,0.03918191000000015,Mg,Mn,Co,4.0
1771,Sr4 Co4 Os4 C24 N24,Sr4 Co4 Os4 C24 N24,0.005491380000000046,Sr,Co,Os,4.0
1772,Ca4 Mn4 Cu4 C24 N24,Ca4 Mn4 Cu4 C24 N24,0.4185173499999999,Ca,Cu,Mn,4.0
1773,,,,,,,
1774,,,,,,,
1775,Mg4 V4 Zn4 C24 N24,Mg4 V4 Zn4 C24 N24,0.03918191000000015,Mg,Zn,V,4.0
1776,,,,,,,
1777,K4 V4 Fe4 C24 N24,K4 V4 Fe4 C24 N24,0.11553698000000001,K,Fe,V,4.0
1778,,,,,,,
1779,,,,,,,
1780,K4 Cr8 C24 N24,K4 Cr8 C24 N24,0.11553698000000001,K,Cr,Cr,4.0
1781,,,,,,,
1782,,,,,,,
1783,,,,,,,
1784,,,,,,,
1785,,,,,,,
1786,Ca4 Cr4 Fe4 C24 N24,Ca4 Cr4 Fe4 C24 N24,0.4185173499999999,Ca,Fe,Cr,4.0
1787,Sr4 Cu4 Os4 C24 N24,Sr4 Cu4 Os4 C24 N24,0.005491380000000046,Sr,Cu,Os,4.0
1788,,,,,,,
1789,,,,,,,
1790,,,,,,,
1791,Na4 Zn4 Os4 C24 N24,Na4 Zn4 Os4 C24 N24,0.12850119249999992,Na,Zn,Os,4.0
1792,K4 Mn4 Os4 C24 N24,K4 Mn4 Os4 C24 N24,0.11553698000000001,K,Mn,Os,4.0
1793,,,,,,,
1794,,,,,,,
1795,,,,,,,
1796,K4 Fe4 Cu4 C24 N24,K4 Fe4 Cu4 C24 N24,0.11553698000000001,K,Cu,Fe,4.0
1797,,,,,,,
1798,K4 In4 Os4 C24 N24,K4 In4 Os4 C24 N24,0.07667128658333411,K,In,Os,4.0
1799,Mg4 Co8 C24 N24,Mg4 Co8 C24 N24,0.03918191000000015,Mg,Co,Co,4.0
1800,,,,,,,
1801,,,,,,,
1802,K4 Mn4 Co4 C24 N24,K4 Mn4 Co4 C24 N24,0.11553698000000001,K,Mn,Co,4.0
1803,,,,,,,
1804,,,,,,,
1805,,,,,,,
1806,,,,,,,
1807,Li4 Mn4 Zn4 C24 N24,Li4 Mn4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,Mn,4.0
1808,,,,,,,
1809,,,,,,,
1810,,,,,,,
1811,,,,,,,
1812,,,,,,,
1813,,,,,,,
1814,,,,,,,
1815,Li4 V4 Fe4 C24 N24,Li4 V4 Fe4 C24 N24,0.0028601699999999397,Li,V,Fe,4.0
1816,,,,,,,
1817,,,,,,,
1818,,,,,,,
1819,,,,,,,
1820,,,,,,,
1821,,,,,,,
1822,,,,,,,
1823,,,,,,,
1824,,,,,,,
1825,,,,,,,
1826,,,,,,,
1827,,,,,,,
1828,,,,,,,
1829,,,,,,,
1830,,,,,,,
1831,,,,,,,
1832,,,,,,,
1833,,,,,,,
1834,,,,,,,
1835,,,,,,,
1836,,,,,,,
1837,,,,,,,
1838,Sr4 Co4 Ni4 C24 N24,Sr4 Co4 Ni4 C24 N24,0.005491380000000046,Sr,Ni,Co,4.0
1839,Na4 Cr4 Fe4 C24 N24,Na4 Cr4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Cr,4.0
1840,,,,,,,
1841,,,,,,,
1842,,,,,,,
1843,,,,,,,
1844,,,,,,,
1845,Ca4 Cu4 Os4 C24 N24,Ca4 Cu4 Os4 C24 N24,0.4185173499999999,Ca,Cu,Os,4.0
1846,,,,,,,
1847,,,,,,,
1848,Mg4 V4 Co4 C24 N24,Mg4 V4 Co4 C24 N24,0.03918191000000015,Mg,Co,V,4.0
1849,Li4 V4 Zn4 C24 N24,Li4 V4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,V,4.0
1850,Ca4 Co8 C24 N24,Ca4 Co8 C24 N24,0.4185173499999999,Ca,Co,Co,4.0
1851,,,,,,,
1852,Ca4 Mn4 Zn4 C24 N24,Ca4 Mn4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,Mn,4.0
1853,Na4 Mn4 Ni4 C24 N24,Na4 Mn4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Mn,4.0
1854,,,,,,,
1855,,,,,,,
1856,Na4 Fe4 Cu4 C24 N24,Na4 Fe4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Fe,4.0
1857,Mg4 V4 Cr4 C24 N24,Mg4 V4 Cr4 C24 N24,0.03918191000000015,Mg,V,Cr,4.0
1858,Sr4 Fe4 Os4 C24 N24,Sr4 Fe4 Os4 C24 N24,0.005491380000000046,Sr,Fe,Os,4.0
1859,Li4 Zn4 Fe4 C24 N24,Li4 Zn4 Fe4 C24 N24,0.0028601699999999397,Li,Zn,Fe,4.0
1860,K4 Zn4 Co4 C24 N24,K4 Zn4 Co4 C24 N24,0.11553698000000001,K,Zn,Co,4.0
1861,,,,,,,
1862,,,,,,,
1863,,,,,,,
1864,,,,,,,
1865,Mg4 Cr4 Co4 C24 N24,Mg4 Cr4 Co4 C24 N24,0.03918191000000015,Mg,Co,Cr,4.0
1866,,,,,,,
1867,,,,,,,
1868,,,,,,,
1869,,,,,,,
1870,,,,,,,
1871,Sr4 V4 Zn4 C24 N24,Sr4 V4 Zn4 C24 N24,0.005491380000000046,Sr,Zn,V,4.0
1872,Li4 Cu4 Os4 C24 N24,Li4 Cu4 Os4 C24 N24,0.0028601699999999397,Li,Cu,Os,4.0
1873,Sr4 Fe8 C24 N24,Sr4 Fe8 C24 N24,0.005491380000000046,Sr,Fe,Fe,4.0
1874,,,,,,,
1875,,,,,,,
1876,,,,,,,
1877,,,,,,,
1878,Ca4 Zn4 Co4 C24 N24,Ca4 Zn4 Co4 C24 N24,0.4185173499999999,Ca,Zn,Co,4.0
1879,,,,,,,
1880,,,,,,,
1881,,,,,,,
1882,,,,,,,
1883,,,,,,,
1884,,,,,,,
1885,,,,,,,
1886,,,,,,,
1887,,,,,,,
1888,Na4 Fe4 Os4 C24 N24,Na4 Fe4 Os4 C24 N24,0.12850119249999992,Na,Fe,Os,4.0
1889,,,,,,,
1890,,,,,,,
1891,,,,,,,
1892,,,,,,,
1893,K4 Cr4 Ni4 C24 N24,K4 Cr4 Ni4 C24 N24,0.11553698000000001,K,Ni,Cr,4.0
1894,,,,,,,
1895,,,,,,,
1896,,,,,,,
1897,,,,,,,
1898,,,,,,,
1899,,,,,,,
1900,,,,,,,
1901,,,,,,,
1902,,,,,,,
1903,,,,,,,
1904,,,,,,,
1905,,,,,,,
1906,,,,,,,
1907,,,,,,,
1908,,,,,,,
1909,,,,,,,
1910,,,,,,,
1911,Na4 Cr4 Cu4 C24 N24,Na4 Cr4 Cu4 C24 N24,0.12850119249999992,Na,Cu,Cr,4.0
1912,,,,,,,
1913,,,,,,,
1914,,,,,,,
1915,,,,,,,
1916,,,,,,,
1917,,,,,,,
1918,,,,,,,
1919,,,,,,,
1920,,,,,,,
1921,,,,,,,
1922,,,,,,,
1923,,,,,,,
1924,,,,,,,
1925,,,,,,,
1926,,,,,,,
1927,,,,,,,
1928,,,,,,,
1929,,,,,,,
1930,,,,,,,
1931,,,,,,,
1932,,,,,,,
1933,,,,,,,
1934,,,,,,,
1935,,,,,,,
1936,,,,,,,
1937,,,,,,,
1938,,,,,,,
1939,,,,,,,
1940,,,,,,,
1941,,,,,,,
1942,,,,,,,
1943,,,,,,,
1944,,,,,,,
1945,,,,,,,
1946,,,,,,,
1947,,,,,,,
1948,,,,,,,
1949,,,,,,,
1950,,,,,,,
1951,,,,,,,
1952,,,,,,,
1953,,,,,,,
1954,,,,,,,
1955,,,,,,,
1956,,,,,,,
1957,,,,,,,
1958,,,,,,,
1959,,,,,,,
1960,,,,,,,
1961,,,,,,,
1962,,,,,,,
1963,,,,,,,
1964,,,,,,,
1965,V4 Co4 C24 N24,V4 Co4 C24 N24,0.20354269610571407,,V,Co,0.0
1966,Fe4 Co4 C24 N24,Fe4 Co4 C24 N24,0.2727415132485689,,Co,Fe,0.0
1967,Na3 Mn8 C24 N24,Na3 Mn8 C24 N24,0.12850119249999992,Na,Mn,Mn,3.0
1968,Li3 Mn4 Fe4 C24 N24,Li3 Mn4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Mn,3.0
1969,Mg3 Mn8 C24 N24,Mg3 Mn8 C24 N24,0.03918191000000015,Mg,Mn,Mn,3.0
1970,Cr4 Fe4 C24 N24,Cr4 Fe4 C24 N24,0.005861900000001086,,Fe,Cr,0.0
1971,Mn4 Co4 C24 N24,Mn4 Co4 C24 N24,0,,Mn,Co,0.0
1972,Na3 V4 Ni4 C24 N24,Na3 V4 Ni4 C24 N24,0.12850119249999992,Na,Ni,V,3.0
1973,Cr4 Co4 C24 N24,Cr4 Co4 C24 N24,0.005861900000001086,,Cr,Co,0.0
1974,Na3 Cr4 Ni4 C24 N24,Na3 Cr4 Ni4 C24 N24,0.12850119249999992,Na,Ni,Cr,3.0
1975,Mg3 Cr4 Fe4 C24 N24,Mg3 Cr4 Fe4 C24 N24,0.03918191000000015,Mg,Cr,Fe,3.0
1976,Mg3 Mn4 V4 C24 N24,Mg3 Mn4 V4 C24 N24,0.03918191000000015,Mg,V,Mn,3.0
1977,K3 Cr4 Fe4 C24 N24,K3 Cr4 Fe4 C24 N24,0.11553698000000001,K,Fe,Cr,3.0
1978,Na3 V4 Os4 C24 N24,Na3 V4 Os4 C24 N24,0.12850119249999992,Na,V,Os,3.0
1979,K3 Co4 Os4 C24 N24,K3 Co4 Os4 C24 N24,0.11553698000000001,K,Co,Os,3.0
1980,Mg3 Cr4 Co4 C24 N24,Mg3 Cr4 Co4 C24 N24,0.03918191000000015,Mg,Cr,Co,3.0
1981,Ca3 Mn4 V4 C24 N24,Ca3 Mn4 V4 C24 N24,0.4185173499999999,Ca,Mn,V,3.0
1982,Sr3 Mn4 Cr4 C24 N24,Sr3 Mn4 Cr4 C24 N24,0.005491380000000046,Sr,Cr,Mn,3.0
1983,Sr3 Cr4 Co4 C24 N24,Sr3 Cr4 Co4 C24 N24,0.005491380000000046,Sr,Co,Cr,3.0
1984,Mg3 Mn4 Os4 C24 N24,Mg3 Mn4 Os4 C24 N24,0.03918191000000015,Mg,Mn,Os,3.0
1985,Ca3 Fe4 Os4 C24 N24,Ca3 Fe4 Os4 C24 N24,0.4185173499999999,Ca,Fe,Os,3.0
1986,Sr3 Mn4 V4 C24 N24,Sr3 Mn4 V4 C24 N24,0.005491380000000046,Sr,Mn,V,3.0
1987,Na3 Mn4 Cr4 C24 N24,Na3 Mn4 Cr4 C24 N24,0.12850119249999992,Na,Cr,Mn,3.0
1988,K3 Zn4 Co4 C24 N24,K3 Zn4 Co4 C24 N24,0.11553698000000001,K,Zn,Co,3.0
1989,Sr3 Cr4 Fe4 C24 N24,Sr3 Cr4 Fe4 C24 N24,0.005491380000000046,Sr,Fe,Cr,3.0
1990,Sr3 Mn4 Os4 C24 N24,Sr3 Mn4 Os4 C24 N24,0.005491380000000046,Sr,Mn,Os,3.0
1991,K7 V4 In4 C24 N24,K7 V4 In4 C24 N24,0.11553698000000001,K,In,V,7.0
1992,Li3 V4 Cr4 C24 N24,Li3 V4 Cr4 C24 N24,0.0028601699999999397,Li,Cr,V,3.0
1993,,,,,,,
1994,Na3 Fe4 Co4 C24 N24,Na3 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,3.0
1995,Ca3 Mn4 Cr4 C24 N24,Ca3 Mn4 Cr4 C24 N24,0.4185173499999999,Ca,Mn,Cr,3.0
1996,K3 V4 Cr4 C24 N24,K3 V4 Cr4 C24 N24,0.11553698000000001,K,V,Cr,3.0
1997,Na3 V4 Fe4 C24 N24,Na3 V4 Fe4 C24 N24,0.12850119249999992,Na,Fe,V,3.0
1998,K3 V4 Zn4 C24 N24,K3 V4 Zn4 C24 N24,0.11553698000000001,K,Zn,V,3.0
1999,Na3 V4 Cr4 C24 N24,Na3 V4 Cr4 C24 N24,0.12850119249999992,Na,Cr,V,3.0
2000,Li5 Cr4 Fe4 C24 N24,Li5 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Cr,5.0
2001,Li3 Cr4 Fe4 C24 N24,Li3 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Cr,Fe,3.0
2002,K5 Mn4 Os4 C24 N24,K5 Mn4 Os4 C24 N24,0.11553698000000001,K,Mn,Os,5.0
2003,Ca5 V4 Os4 C24 N24,Ca5 V4 Os4 C24 N24,0.4185173499999999,Ca,V,Os,5.0
2004,Mg5 Fe8 C24 N24,Mg5 Fe8 C24 N24,0.03918191000000015,Mg,Fe,Fe,5.0
2005,Mg5 Mn8 C24 N24,Mg5 Mn8 C24 N24,0.03918191000000015,Mg,Mn,Mn,5.0
2006,Li5 Fe4 Os4 C24 N24,Li5 Fe4 Os4 C24 N24,0.0028601699999999397,Li,Fe,Os,5.0
2007,Li5 Co8 C24 N24,Li5 Co8 C24 N24,0.0028601699999999397,Li,Co,Co,5.0
2008,Li5 Mn4 Co4 C24 N24,Li5 Mn4 Co4 C24 N24,0.0028601699999999397,Li,Mn,Co,5.0
2009,,,,,,,
2010,Sr5 Mn4 Co4 C24 N24,Sr5 Mn4 Co4 C24 N24,0.005491380000000046,Sr,Mn,Co,5.0
2011,Ca5 Zn4 Co4 C24 N24,Ca5 Zn4 Co4 C24 N24,0.4185173499999999,Ca,Zn,Co,5.0
2012,K5 V4 Cr4 C24 N24,K5 V4 Cr4 C24 N24,0.11553698000000001,K,V,Cr,5.0
2013,Mg5 Cr4 Ni4 C24 N24,Mg5 Cr4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,Cr,5.0
2014,Li5 Zn4 Fe4 C24 N24,Li5 Zn4 Fe4 C24 N24,0.0028601699999999397,Li,Zn,Fe,5.0
2015,Ca5 V4 Co4 C24 N24,Ca5 V4 Co4 C24 N24,0.4185173499999999,Ca,V,Co,5.0
2016,Ca5 Fe4 Os4 C24 N24,Ca5 Fe4 Os4 C24 N24,0.4185173499999999,Ca,Fe,Os,5.0
2017,Mg5 Fe4 Co4 C24 N24,Mg5 Fe4 Co4 C24 N24,0.03918191000000015,Mg,Co,Fe,5.0
2018,,,,,,,
2019,Sr5 V4 Fe4 C24 N24,Sr5 V4 Fe4 C24 N24,0.005491380000000046,Sr,Fe,V,5.0
2020,K5 Cr4 Ni4 C24 N24,K5 Cr4 Ni4 C24 N24,0.11553698000000001,K,Ni,Cr,5.0
2021,Li5 Cr8 C24 N24,Li5 Cr8 C24 N24,0.0028601699999999397,Li,Cr,Cr,5.0
2022,,,,,,,
2023,Ca5 V4 Zn4 C24 N24,Ca5 V4 Zn4 C24 N24,0.4185173499999999,Ca,Zn,V,5.0
2024,Li5 V8 C24 N24,Li5 V8 C24 N24,0.0028601699999999397,Li,V,V,5.0
2025,Ca5 Zn4 Cr4 C24 N24,Ca5 Zn4 Cr4 C24 N24,0.4185173499999999,Ca,Zn,Cr,5.0
2026,Na5 V4 Cr4 C24 N24,Na5 V4 Cr4 C24 N24,0.12850119249999992,Na,Cr,V,5.0
2027,Na5 Fe8 C24 N24,Na5 Fe8 C24 N24,0.12850119249999992,Na,Fe,Fe,5.0
2028,,,,,,,
2029,,,,,,,
2030,Mg5 In4 Os4 C24 N24,Mg5 In4 Os4 C24 N24,0.03918191000000015,Mg,In,Os,5.0
2031,,,,,,,
2032,,,,,,,
2033,K4 Mn4 Co4 C24 N24,K4 Mn4 Co4 C24 N24,0.11553698000000001,K,Co,Mn,4.0
2034,,,,,,,
2035,,,,,,,
2036,Mg3 V4 Ni4 C24 N24,Mg3 V4 Ni4 C24 N24,0.03918191000000015,Mg,Ni,V,3.0
2037,K5 Mn4 Co4 C24 N24,K5 Mn4 Co4 C24 N24,0.11553698000000001,K,Co,Mn,5.0
2038,Na5 In4 Fe4 C24 N24,Na5 In4 Fe4 C24 N24,0.12850119249999992,Na,In,Fe,5.0
2039,,,,,,,
2040,Zn4 Fe4 C24 N24,Zn4 Fe4 C24 N24,0,,Zn,Fe,0.0
2041,Zn4 Cr4 C24 N24,Zn4 Cr4 C24 N24,0,,Zn,Cr,0.0
2042,,,,,,,
2043,,,,,,,
2044,,,,,,,
2045,,,,,,,
2046,,,,,,,
2047,,,,,,,
2048,,,,,,,
2049,,,,,,,
2050,,,,,,,
2051,,,,,,,
2052,,,,,,,
2053,,,,,,,
2054,,,,,,,
2055,,,,,,,
2056,,,,,,,
2057,,,,,,,
2058,,,,,,,
2059,,,,,,,
2060,,,,,,,
2061,,,,,,,
2062,,,,,,,
2063,,,,,,,
2064,,,,,,,
2065,,,,,,,
2066,,,,,,,
2067,,,,,,,
2068,,,,,,,
2069,,,,,,,
2070,,,,,,,
2071,,,,,,,
2072,,,,,,,
2073,,,,,,,
2074,,,,,,,
2075,,,,,,,
2076,,,,,,,
2077,,,,,,,
2078,,,,,,,
2079,,,,,,,
2080,,,,,,,
2081,,,,,,,
2082,,,,,,,
2083,,,,,,,
2084,,,,,,,
2085,,,,,,,
2086,,,,,,,
2087,,,,,,,
2088,,,,,,,
2089,,,,,,,
2090,,,,,,,
2091,,,,,,,
2092,,,,,,,
2093,,,,,,,
2094,,,,,,,
2095,,,,,,,
2096,,,,,,,
2097,,,,,,,
2098,,,,,,,
2099,,,,,,,
2100,,,,,,,
2101,,,,,,,
2102,,,,,,,
2103,,,,,,,
2104,,,,,,,
2105,,,,,,,
2106,,,,,,,
2107,,,,,,,
2108,,,,,,,
2109,,,,,,,
2110,,,,,,,
2111,,,,,,,
2112,,,,,,,
2113,,,,,,,
2114,,,,,,,
2115,,,,,,,
2116,,,,,,,
2117,,,,,,,
2118,,,,,,,
2119,,,,,,,
2120,,,,,,,
2121,,,,,,,
2122,,,,,,,
2123,,,,,,,
2124,,,,,,,
2125,,,,,,,
2126,,,,,,,
2127,,,,,,,
2128,,,,,,,
2129,,,,,,,
2130,,,,,,,
2131,,,,,,,
2132,,,,,,,
2133,,,,,,,
2134,,,,,,,
2135,,,,,,,
2136,,,,,,,
2137,,,,,,,
2138,,,,,,,
2139,,,,,,,
2140,,,,,,,
2141,,,,,,,
2142,,,,,,,
2143,,,,,,,
2144,,,,,,,
2145,,,,,,,
2146,,,,,,,
2147,,,,,,,
2148,,,,,,,
2149,,,,,,,
2150,,,,,,,
2151,,,,,,,
2152,,,,,,,
2153,,,,,,,
2154,,,,,,,
2155,,,,,,,
2156,,,,,,,
2157,,,,,,,
2158,,,,,,,
2159,,,,,,,
2160,,,,,,,
2161,,,,,,,
2162,,,,,,,
2163,,,,,,,
2164,,,,,,,
2165,,,,,,,
2166,,,,,,,
2167,,,,,,,
2168,,,,,,,
2169,,,,,,,
2170,,,,,,,
2171,,,,,,,
2172,,,,,,,
2173,,,,,,,
2174,,,,,,,
2175,,,,,,,
2176,,,,,,,
2177,,,,,,,
2178,,,,,,,
2179,,,,,,,
2180,,,,,,,
2181,,,,,,,
2182,,,,,,,
2183,,,,,,,
2184,,,,,,,
2185,,,,,,,
2186,,,,,,,
2187,,,,,,,
2188,,,,,,,
2189,,,,,,,
2190,,,,,,,
2191,,,,,,,
2192,,,,,,,
2193,,,,,,,
2194,,,,,,,
2195,,,,,,,
2196,,,,,,,
2197,,,,,,,
2198,,,,,,,
2199,,,,,,,
2200,,,,,,,
2201,,,,,,,
2202,,,,,,,
2203,,,,,,,
2204,,,,,,,
2205,,,,,,,
2206,,,,,,,
2207,,,,,,,
2208,,,,,,,
2209,,,,,,,
2210,,,,,,,
2211,,,,,,,
2212,,,,,,,
2213,,,,,,,
2214,,,,,,,
2215,,,,,,,
2216,,,,,,,
2217,,,,,,,
2218,,,,,,,
2219,,,,,,,
2220,,,,,,,
2221,,,,,,,
2222,,,,,,,
2223,,,,,,,
2224,,,,,,,
2225,,,,,,,
2226,,,,,,,
2227,,,,,,,
2228,,,,,,,
2229,,,,,,,
2230,,,,,,,
2231,,,,,,,
2232,,,,,,,
2233,,,,,,,
2234,,,,,,,
2235,,,,,,,
2236,,,,,,,
2237,,,,,,,
2238,,,,,,,
2239,,,,,,,
2240,,,,,,,
2241,,,,,,,
2242,,,,,,,
2243,,,,,,,
2244,,,,,,,
2245,,,,,,,
2246,,,,,,,
2247,,,,,,,
2248,,,,,,,
2249,,,,,,,
2250,,,,,,,
2251,,,,,,,
2252,,,,,,,
2253,,,,,,,
2254,,,,,,,
2255,,,,,,,
2256,,,,,,,
2257,,,,,,,
2258,,,,,,,
2259,,,,,,,
2260,,,,,,,
2261,,,,,,,
2262,K1 Cr4 Cu4 C24 N24,K1 Cr4 Cu4 C24 N24,0.11553698000000001,K,Cu,Cr,1.0
2263,Mg1 Fe8 C24 N24,Mg1 Fe8 C24 N24,0.03918191000000015,Mg,Fe,Fe,1.0
2264,Li8 Mn4 V4 C24 N24,Li8 Mn4 V4 C24 N24,0.0028601699999999397,Li,Mn,V,8.0
2265,Mg8 Zn4 Fe4 C24 N24,Mg8 Zn4 Fe4 C24 N24,0.03918191000000015,Mg,Zn,Fe,8.0
2266,Li8 Mn4 Zn4 C24 N24,Li8 Mn4 Zn4 C24 N24,0.0028601699999999397,Li,Zn,Mn,8.0
2267,Mg8 Zn4 Cr4 C24 N24,Mg8 Zn4 Cr4 C24 N24,0.03918191000000015,Mg,Zn,Cr,8.0
2268,Na8 Mn4 Fe4 C24 N24,Na8 Mn4 Fe4 C24 N24,0.12850119249999992,Na,Fe,Mn,8.0
2269,Mg8 Mn4 Fe4 C24 N24,Mg8 Mn4 Fe4 C24 N24,0.03918191000000015,Mg,Fe,Mn,8.0
2270,K8 V4 Co4 C24 N24,K8 V4 Co4 C24 N24,0.11553698000000001,K,Co,V,8.0
2271,Li8 Cr4 Fe4 C24 N24,Li8 Cr4 Fe4 C24 N24,0.0028601699999999397,Li,Fe,Cr,8.0
2272,Mg8 Mn4 Os4 C24 N24,Mg8 Mn4 Os4 C24 N24,0.03918191000000015,Mg,Mn,Os,8.0
2273,Na8 Mn4 Co4 C24 N24,Na8 Mn4 Co4 C24 N24,0.12850119249999992,Na,Co,Mn,8.0
2274,Li8 V4 Co4 C24 N24,Li8 V4 Co4 C24 N24,0.0028601699999999397,Li,Co,V,8.0
2275,K8 Co4 Os4 C24 N24,K8 Co4 Os4 C24 N24,0.11553698000000001,K,Co,Os,8.0
2276,Ca8 Fe4 Os4 C24 N24,Ca8 Fe4 Os4 C24 N24,0.4185173499999999,Ca,Fe,Os,8.0
2277,Na8 Fe4 Co4 C24 N24,Na8 Fe4 Co4 C24 N24,0.12850119249999992,Na,Co,Fe,8.0
2278,,,,,,,
2279,K8 Fe4 Co4 C24 N24,K8 Fe4 Co4 C24 N24,0.11553698000000001,K,Co,Fe,8.0
2280,Ca8 Fe4 Co4 C24 N24,Ca8 Fe4 Co4 C24 N24,0.4185173499999999,Ca,Fe,Co,8.0
